Project ID,Project Name,Vintage,Credit Serial Numbers,Quantity of Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,ARB Eligible,CORSIA Qualified,Sustainable Development Goal(s),Date Issued,Account Holder,Cancellation Type,Cancellation Details,Cancellation Year,Transitioned to ARB or Canceled,Issuance Year,ARB Project,ACR Cancellation Data,Updated 11-1-23,Total Credits Canceled:,158905394,Unnamed: 26,The American Carbon Registry
ACR471,Tradewater ODS 21,2019,ACR-US-471-2019-829-1 to 35887,35887,2019-06-26,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-05-03 20:27:46,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR472,Tradewater ODS 22,2019,ACR-US-472-2019-837-1 to 83594,83594,2019-07-25,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-05-10 21:10:13,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR473,A-Gas 2019-5,2019,ACR-US-473-2019-910-1 to 125365,125365,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-11-14 19:34:22,A-Gas US Inc.,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR473,A-Gas 2019-5,2019,ACR-US-473-2019-920-1 to 38,38,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-12-11 21:41:07,A-Gas US Inc.,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR474,A-Gas 2019-6,2019,ACR-US-474-2019-911-1 to 149790,149790,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-11-14 22:36:09,A-Gas US Inc.,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR474,A-Gas 2019-6,2019,ACR-US-474-2019-921-1 to 45,45,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-12-12 21:50:56,A-Gas US Inc.,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR475,A-Gas 2019-7,2019,ACR-US-475-2019-912-1 to 91017,91017,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-11-14 22:36:29,A-Gas US Inc.,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR482,Tradewater ODS 23,2019,ACR-US-482-2019-861-1 to 101230,101230,2019-07-25,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-06-26 19:36:32,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR488,Tradewater ODS 24,2019,ACR-US-488-2019-867-1 to 83226,83226,2019-08-14,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-07-19 16:50:13,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR492,Tradewater ODS 25,2019,ACR-US-492-2019-876-1 to 84831,84831,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-08-22 18:08:53,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR493,Marshall County Flare I,2019,ACR-US-493-2019-1108-1 to 36033,36033,2020-12-11,Coal Mine Methane,2011-10-20 00:00:00,Cameron,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2020-09-24 19:17:50,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR493,Marshall County Flare I,2020,ACR-US-493-2020-1330-1 to 65942,65942,2021-10-27,Coal Mine Methane,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-08-27 19:45:58,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR493,Marshall County Flare I,2021,ACR-US-493-2021-1649-1 to 79907,79907,2023-01-10,ARB Compliance Offset Protocol: Mine Methane Capture Projects,2014-04-25 00:00:00,Cameron,WEST VIRGINIA,,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-09-02 00:00:00,"NextEra Energy Marketing, LLC",Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR495,Tradewater ODS 26,2019,ACR-US-495-2019-886-1 to 84842,84842,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-09-13 18:35:03,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR496,A-Gas 2019-Misc,2019,ACR-US-496-2019-913-1 to 51610,51610,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-11-14 22:41:10,A-Gas US Inc.,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR497,A-Gas 2019-8,2019,ACR-US-497-2019-918-1 to 42038,42038,2020-02-13,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-12-09 18:58:35,A-Gas US Inc.,Convert to ARB offset credits,,2020.0,ARB,2019,Compliance,,,,,,
ACR500,Tradewater ODS 27,2019,ACR-US-500-2019-900-1 to 106355,106355,2019-12-18,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-10-25 14:42:10,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR503,A-Gas 2019-9,2019,ACR-US-503-2019-957-1 to 136444,136444,2020-03-23,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-02-05 17:18:16,A-Gas US Inc.,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR510,Hudson Tech 2019-6,2019,ACR-US-510-2019-901-1 to 70400,70400,2019-11-15,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-10-30 00:58:55,Hudson Technologies Company,Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR517,Tradewater ODS 28,2019,ACR-US-517-2019-919-1 to 129697,129697,2019-12-24,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2019-12-10 18:37:30,"Tradewater, LLC",Convert to ARB offset credits,,2019.0,ARB,2019,Compliance,,,,,,
ACR520,Tradewater ODS 29,2019,ACR-US-520-2019-939-1 to 79438,79438,2020-01-30,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-01-16 21:40:45,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR521,A-Gas 1-2020,2019,ACR-US-521-2019-985-1 to 62007,62007,2020-05-14,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-04-02 18:38:34,A-Gas US Inc.,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR522,A-Gas 2-2020,2019,ACR-US-522-2019-1042-1 to 94565,94565,2020-08-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-07-08 03:15:51,A-Gas US Inc.,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR523,Hudson Tech 2019-7,2019,ACR-US-523-2019-946-1 to 118763,118763,2020-02-26,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-01-22 22:18:00,Hudson Technologies Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR532,Tradewater ODS 30,2019,ACR-US-532-2019-958-1 to 108679,108679,2020-03-12,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-02-14 18:45:25,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR533,A-Gas 3-2020,2020,ACR-US-533-2020-1064-1 to 81042,81042,2020-09-09,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-07-29 18:22:30,A-Gas US Inc.,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR535,Hudson Tech 2020-1,2020,ACR-US-535-2020-975-1 to 89632,89632,2020-04-22,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-03-18 21:57:16,Hudson Technologies Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR536,Tradewater ODS 31,2020,ACR-US-536-2020-993-1 to 89898,89898,2020-05-27,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-04-20 19:54:24,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR537,Wabash Abandoned Mine Methane Recovery Project,2020,ACR-US-537-2020-1145-1 to 48826,48826,2020-12-24,Coal Mine Methane,2011-10-20 00:00:00,Mt. Carmel,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2020-11-16 21:57:46,Keyrock Environment LLC,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR537,Wabash Abandoned Mine Methane Recovery Project,2021,ACR-US-537-2021-1355-1 to 18225,18225,2022-01-04,Coal Mine Methane,2014-04-25 00:00:00,Mt. Carmel,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-09-25 05:27:24,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR538,Hudson Tech 2020-2,2020,ACR-US-538-2020-1007-1 to 58481,58481,2020-07-10,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-05-21 18:44:26,Hudson Technologies Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR540,Pinnacle Mine Methane Incineration Project,2020,ACR-US-540-2020-1189-1 to 15657,15657,2021-04-06,Coal Mine Methane,2014-04-25 00:00:00,Pineville,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-01-12 18:46:01,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR542,Orient 6 Abandoned Mine Methane Recovery Project,2020,ACR-US-542-2020-1143-1 to 10532,10532,2021-04-06,Coal Mine Methane,2011-10-20 00:00:00,Waltonville,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2020-10-29 13:16:23,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR542,Orient 6 Abandoned Mine Methane Recovery Project,2021,ACR-US-542-2021-1366-1 to 12745,12745,2022-01-04,Coal Mine Methane,2014-04-25 00:00:00,Waltonville,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-10-02 02:22:33,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR542,Orient 6 Abandoned Mine Methane Recovery Project,2022,ACR-US-542-2022-1666-1 to 19398,19398,2023-02-10,Coal Mine Methane,2014-04-25 00:00:00,Waltonville,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-09-30 21:41:15,Keyrock Environment LLC,Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR543,Tradewater ODS 32,2020,ACR-US-543-2020-1001-1 to 71885,71885,2020-07-10,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-05-12 16:48:44,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR544,Hubbard Creek Coal Gas Incineration Project,2021,ACR-US-544-2021-1257-1 to 51681,51681,2021-08-02,Coal Mine Methane,2014-04-25 00:00:00,Somerset,COLORADO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-05-14 14:05:53,Hubbard Creek Coal Gas LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR544,Hubbard Creek Coal Gas Incineration Project,2022,ACR-US-544-2022-1584-1 to 53968,53968,2022-09-19,Coal Mine Methane,2014-04-25 00:00:00,Somerset,COLORADO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-06-17 13:55:00,Hubbard Creek Coal Gas LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR544,Hubbard Creek Coal Gas Incineration Project,2023,ACR-US-544-2023-1863-1 to 57053,57053,2023-08-11,Coal Mine Methane,2014-04-25 00:00:00,Somerset,COLORADO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-05-02 20:15:19,Hubbard Creek Coal Gas LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR546,Middle Fork Abandoned Mine Methane Recovery Project,2020,ACR-US-546-2020-1109-1 to 10640,10640,2020-12-24,Coal Mine Methane,2011-10-20 00:00:00,Benton,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2020-09-24 22:33:10,Keyrock Environment LLC,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR546,Middle Fork Abandoned Mine Methane Recovery Project,2021,ACR-US-546-2021-1365-1 to 8285,8285,2022-01-04,Coal Mine Methane,2014-04-25 00:00:00,Benton,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-10-01 23:20:10,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR546,Middle Fork Abandoned Mine Methane Recovery Project,2022,ACR-US-546-2022-1659-1 to 16484,16484,2023-03-02,Coal Mine Methane,2014-04-25 00:00:00,Benton,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-09-21 20:00:45,Keyrock Environment LLC,Convert to ARB offset credits,,2023.0,ARB,2022,Compliance,,,,,,
ACR547,Tradewater ODS 33,2020,ACR-US-547-2020-1012-1 to 56697,56697,2020-07-22,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-06-04 22:33:19,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR549,Bluesource - Spirit Falls Improved Forest Management Project,2020,ACR-US-549-2020-1324-1 to 530326,530326,2021-10-15,Forest Carbon,2015-06-25 00:00:00,Lincoln County,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-20 14:08:08,Blue Source,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR549,Bluesource - Spirit Falls Improved Forest Management Project,2020,ACR-US-549-2020-1325-1 to 113180,113180,2021-10-15,Forest Carbon,2015-06-25 00:00:00,Lincoln County,WISCONSIN,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-20 14:08:08,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR550,Hudson Tech 2020-3,2020,ACR-US-550-2020-1096-1 to 59364,59364,2020-11-18,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-09-04 21:36:41,Hudson Technologies Company,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR554,Finite Carbon - Opal Mountain Ranch IFM,2021,ACR-US-554-2021-1320-1 to 49394,49394,2022-10-13,Forest Carbon,2015-06-25 00:00:00,Prineville,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-11 22:45:53,The Lyme Timber Company,Removal of credits from the registry,,2022.0,Canceled,2021,Compliance,,,,,,
ACR554,Finite Carbon - Opal Mountain Ranch IFM,2021,ACR-US-554-2021-1320-49395 to 376479,327085,2022-10-24,Forest Carbon,2015-06-25 00:00:00,Prineville,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-11 22:45:53,The Lyme Timber Company,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR554,Finite Carbon - Opal Mountain Ranch IFM,2021,ACR-US-554-2021-1321-1 to 9318,9318,2022-10-13,Forest Carbon,2015-06-25 00:00:00,Prineville,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-11 22:45:53,The American Carbon Registry,Removal of credits from the registry,,2022.0,Canceled,2021,Compliance,,,,,,
ACR554,Finite Carbon - Opal Mountain Ranch IFM,2021,ACR-US-554-2021-1321-9319 to 71024,61706,2022-10-24,Forest Carbon,2015-06-25 00:00:00,Prineville,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-08-11 22:45:53,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR554,Finite Carbon - Opal Mountain Ranch IFM,2022,ACR-US-554-2022-1768-1 to 7261,7261,2023-06-18,Forest Carbon,2015-06-25 00:00:00,Prineville,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-31 22:05:32,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR554,Finite Carbon - Opal Mountain Ranch IFM,2022,ACR-US-554-2022-1767-1 to 38486,38486,2023-06-18,Forest Carbon,2015-06-25 00:00:00,Prineville,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-01-31 22:05:32,Opal Mountain LLC,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR560,Mine 84 Abandoned Mine Methane Recovery Project,2021,ACR-US-560-2021-1304-1 to 70251,70251,2021-09-29,Coal Mine Methane,2014-04-25 00:00:00,Washington County,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-07-15 14:19:51,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR560,Mine 84 Abandoned Mine Methane Recovery Project,2022,ACR-US-560-2022-1590-1 to 103750,103750,2022-09-20,Coal Mine Methane,2014-04-25 00:00:00,Washington County,PENNSYLVANIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-06-28 16:52:02,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR561,Tradewater ODS 34,2020,ACR-US-561-2020-1101-1 to 101273,101273,2020-12-01,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-09-18 22:57:19,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR570,Forest Carbon Works Rowan Family Forest Project,2022,ACR-US-570-2022-2030-1 to 6463,6463,2023-10-18,Forest Carbon,2015-06-25 00:00:00,Molalla,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-08-11 23:20:32,The American Carbon Registry,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR570,Forest Carbon Works Rowan Family Forest Project,2022,ACR-US-570-2022-2029-1 to 30279,30279,2023-10-18,Forest Carbon,2015-06-25 00:00:00,Molalla,OREGON,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2023-08-11 23:20:32,"Forest Carbon Works, PBC",Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR572,Pattiki 2 Abandoned Mine Methane Recovery Project,2020,ACR-US-572-2020-1193-1 to 13824,13824,2021-04-06,Coal Mine Methane,2014-04-25 00:00:00,White County,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-01-19 20:21:51,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR572,Pattiki 2 Abandoned Mine Methane Recovery Project,2021,ACR-US-572-2021-1577-1 to 32325,32325,2022-09-20,Coal Mine Methane,2014-04-25 00:00:00,White County,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-06-14 22:54:08,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR572,Pattiki 2 Abandoned Mine Methane Recovery Project,2022,ACR-US-572-2022-1814-1 to 35680,35680,2023-05-01,Coal Mine Methane,2014-04-25 00:00:00,White County,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-03-23 00:04:10,Keyrock Environment LLC,Convert to ARB offset credits,,2023.0,ARB,2023,Compliance,,,,,,
ACR577,Tradewater ODS 35,2020,ACR-US-577-2020-1142-1 to 80326,80326,2020-12-10,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-10-29 00:25:14,"Tradewater, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR578,New Era Abandoned Mine Methane Recovery Project,2021,ACR-US-578-2021-1348-1 to 94880,94880,2021-12-02,Coal Mine Methane,2014-04-25 00:00:00,Galatia,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-09-17 20:49:57,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR578,New Era Abandoned Mine Methane Recovery Project,2022,ACR-US-578-2022-1615-1 to 77171,77171,2022-10-31,Coal Mine Methane,2014-04-25 00:00:00,Galatia,ILLINOIS,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-07-29 18:44:51,Keyrock Environment LLC,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR580,Pleasant Hill Abandoned Mine Methane Recovery Project,2020,ACR-US-580-2020-1196-1 to 7471,7471,2021-04-06,Coal Mine Methane,2014-04-25 00:00:00,Upshur County,WEST VIRGINIA,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-01-21 16:53:24,Keyrock Environment LLC,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR582,Hudson Tech 2020-4,2020,ACR-US-582-2020-1165-1 to 56334,56334,2021-01-07,Ozone Depleting Substances,2014-11-14 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-12-10 03:32:25,Hudson Technologies Company,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR589,Tradewater ODS 36,2020,ACR-US-589-2020-1167-1 to 133145,133145,2021-02-12,Ozone Depleting Substances,2014-11-14 00:00:00,East Liverpool,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2020-12-16 16:42:34,"Tradewater, LLC",Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR593,NMMC1,2021,ACR-US-593-2021-1280-1 to 5715,5715,2021-09-24,Coal Mine Methane,2014-04-25 00:00:00,Cadiz,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-06-14 20:51:22,Environmental Commodities Corporation,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR593,NMMC1,2022,ACR-US-593-2022-1602-1 to 17296,17296,2022-10-12,Coal Mine Methane,2014-04-25 00:00:00,Cadiz,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-07-15 15:29:17,Environmental Commodities Corporation,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
ACR593,NMMC1,2023,ACR-US-593-2023-1990-1 to 10096,10096,2023-09-06,Coal Mine Methane,2014-04-25 00:00:00,Cadiz,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2023-07-06 04:15:29,Environmental Commodities Corporation,Convert to ARB offset credits,,,ARB,2023,Compliance,,,,,,
ACR594,CMMC1,2021,ACR-US-594-2021-1279-1 to 9405,9405,2021-09-17,Coal Mine Methane,2014-04-25 00:00:00,Cadiz,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2021-06-14 20:32:08,Environmental Commodities Corporation,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR594,CMMC1,2022,ACR-US-594-2022-1589-1 to 24949,24949,2022-10-13,Coal Mine Methane,2014-04-25 00:00:00,Cadiz,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;13: Climate Action",2022-06-22 22:34:51,Environmental Commodities Corporation,Convert to ARB offset credits,,2022.0,ARB,2022,Compliance,,,,,,
