Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,220439110,Total ARB Credits Retired:,163158520
CAR604,CAOD0016-D4,CAR604,ODS,EA,2010-04-11,2010-05-04,2010.0,10000,,2015-10-13,3 years,2015-10-13 00:00:00,2015-10-13 00:00:00,EOS-JA-09-01,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=604,,0,0,10000,0,0,0,0,,0,252970.0,2015.0,CAR,,,,,,
CAR604,CAOD0016-E,CAR604,ODS,EA,2010-09-24,2010-09-30,2010.0,138575,,2015-01-13,8 years,,2015-01-13 00:00:00,EOS-JA-09-01,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=604,,0,55000,83575,0,0,0,0,,0,252970.0,2015.0,CAR,,,,,,
CAR604,CAOD0016-F,CAR604,ODS,EA,2010-11-04,2010-11-11,2010.0,103494,,2015-01-13,8 years,,2015-01-13 00:00:00,EOS-JA-09-01,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=604,,0,30089,73405,0,0,0,0,,0,252970.0,2015.0,CAR,,,,,,
CAR604,CAOD0016-G,CAR604,ODS,EA,2011-01-26,2011-01-28,2011.0,23118,,2015-01-13,8 years,,2015-01-13 00:00:00,EOS-JA-09-01,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=604,,0,0,23118,0,0,0,0,,0,176882.0,2015.0,CAR,,,,,,
CAR604,CAOD0016-G2,CAR604,ODS,EA,2011-01-26,2011-01-28,2011.0,34007,,2015-10-13,8 years,,2015-10-13 00:00:00,EOS-JA-09-01,"EOS Climate, Inc.","SES, Inc.",AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=604,,0,0,34007,0,0,0,0,,0,176882.0,2015.0,CAR,,,,,,
CAR606,CALS0119-A,CAR606,Livestock,EA,2012-01-01,2012-12-31,2012.0,10222,,2015-12-08,3 years,2018-01-23 00:00:00,2015-12-08 00:00:00,Sunnyside Farms Inc,ClimeCo Corporation,SCS Engineers,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=606,,0,0,0,10222,0,0,0,,0,10222.0,2015.0,CAR,,,,,,
CAR606,CALS0119-B,CAR606,Livestock,EA,2013-01-01,2013-12-31,2013.0,13942,,2015-12-08,3 years,2018-01-23 00:00:00,2015-12-08 00:00:00,Sunnyside Farms Inc,ClimeCo Corporation,SCS Engineers,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=606,,0,0,13942,0,0,0,0,,0,13942.0,2015.0,CAR,,,,,,
CAR606,CALS0119-C,CAR606,Livestock,EA,2014-01-01,2014-12-31,2014.0,10272,,2015-12-08,3 years,2018-01-23 00:00:00,2015-12-08 00:00:00,Sunnyside Farms Inc,ClimeCo Corporation,SCS Engineers,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=606,,0,0,10272,0,0,0,0,,0,10272.0,2015.0,CAR,,,,,,
CAR607,CALS0110-A,CAR607,Livestock,EA,2012-01-01,2012-12-31,2012.0,9443,,2016-08-09,3 years,2017-02-21 00:00:00,2016-08-09 00:00:00,Aurora Ridge,"Aurora Ridge Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=607,,0,0,9443,0,0,0,0,,0,9443.0,2016.0,CAR,,,,,,
CAR607,CALS0110-B,CAR607,Livestock,EA,2013-01-01,2013-12-31,2013.0,11375,,2016-08-09,3 years,2017-02-21 00:00:00,2016-08-09 00:00:00,Aurora Ridge,"Aurora Ridge Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=607,,0,0,11375,0,0,0,0,,0,11375.0,2016.0,CAR,,,,,,
CAR607,CALS0117-A,CAR607,Livestock,EA,2009-08-21,2009-12-31,2009.0,201,,2015-12-08,3 years,2017-02-21 00:00:00,2015-12-08 00:00:00,Aurora Ridge,"Aurora Ridge Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=607,,0,0,201,0,0,0,0,,0,201.0,2015.0,CAR,,,,,,
CAR607,CALS0117-B,CAR607,Livestock,EA,2010-01-01,2010-12-31,2010.0,10352,,2015-12-08,3 years,2017-02-21 00:00:00,2015-12-08 00:00:00,Aurora Ridge,"Aurora Ridge Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=607,,0,0,10352,0,0,0,0,,0,10352.0,2015.0,CAR,,,,,,
CAR607,CALS0117-C,CAR607,Livestock,EA,2011-01-01,2011-12-31,2011.0,11271,,2015-12-08,3 years,2017-02-21 00:00:00,2015-12-08 00:00:00,Aurora Ridge,"Aurora Ridge Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=607,,0,0,11271,0,0,0,0,,0,11271.0,2015.0,CAR,,,,,,
CAR612,CALS0071-A,CAR612,Livestock,EA,2012-08-01,2013-07-31,2013.0,11679,,2015-04-21,3 years,2019-06-11 00:00:00,2015-04-21 00:00:00,"Grotegut Dairy Farm, Inc.","Grotegut Dairy Farm, Inc.","SES, Inc.",WI,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=612,,0,0,0,0,0,11679,0,,0,9429.0,2015.0,CAR,,,,,,
CAR628,CAOD0092-A,CAR628,ODS,EA,2012-02-29,2012-03-02,2012.0,12510,,2015-09-22,8 years,,2015-09-22 00:00:00,Refex ODS California 2010,Refrigerant Exchange Corp.,"SES, Inc.",OH,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=628,,0,0,12510,0,0,0,0,,0,12510.0,2015.0,CAR,,,,,,
CAR629,CAMM0101-A,CAR629,MMC,EA,2010-08-13,2011-03-31,2011.0,80508,,2016-01-26,3 years,2017-08-22 00:00:00,2016-01-26 00:00:00,Green River Trona Mine Methane Destruction and Utilization Project,"Solvay Chemicals, Inc.","First Environment of California, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=629,,0,0,80508,0,0,0,0,,0,35733.0,2016.0,CAR,,,,,,
CAR629,CAMM0101-A2,CAR629,MMC,EA,2010-08-13,2011-03-31,2011.0,10978,,2016-08-09,3 years,2017-08-22 00:00:00,2016-08-09 00:00:00,Green River Trona Mine Methane Destruction and Utilization Project,"Solvay Chemicals, Inc.","First Environment of California, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=629,,0,0,10978,0,0,0,0,,0,35733.0,2016.0,CAR,,,,,,
CAR629,CAMM0101-B,CAR629,MMC,EA,2011-04-01,2012-03-31,2012.0,77081,,2016-01-26,3 years,2017-08-22 00:00:00,2016-01-26 00:00:00,Green River Trona Mine Methane Destruction and Utilization Project,"Solvay Chemicals, Inc.","First Environment of California, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=629,,0,0,77081,0,0,0,0,,0,9158.0,2016.0,CAR,,,,,,
CAR629,CAMM0101-C,CAR629,MMC,EA,2012-04-01,2013-03-31,2013.0,83099,,2016-01-26,3 years,2017-08-22 00:00:00,2016-01-26 00:00:00,Green River Trona Mine Methane Destruction and Utilization Project,"Solvay Chemicals, Inc.","First Environment of California, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=629,,0,0,83099,0,0,0,0,,0,27163.0,2016.0,CAR,,,,,,
CAR629,CAMM0101-D,CAR629,MMC,EA,2013-04-01,2014-03-31,2014.0,143397,,2016-01-26,3 years,2017-08-22 00:00:00,2016-01-26 00:00:00,Green River Trona Mine Methane Destruction and Utilization Project,"Solvay Chemicals, Inc.","First Environment of California, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=629,,0,0,143397,0,0,0,0,,0,42896.0,2016.0,CAR,,,,,,
CAR629,CAMM0101-E,CAR629,MMC,EA,2014-04-01,2014-12-31,2014.0,103591,,2016-01-26,3 years,2017-08-22 00:00:00,2016-01-26 00:00:00,Green River Trona Mine Methane Destruction and Utilization Project,"Solvay Chemicals, Inc.","First Environment of California, Inc.",WY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=629,,0,0,103591,0,0,0,0,,0,42896.0,2016.0,CAR,,,,,,
CAR645,CAFR0080-A,CAR645,Forest,EA,2009-01-01,2009-12-31,2009.0,27073,5208,2014-11-12,3 years,2016-02-23 00:00:00,2014-11-12 00:00:00,Finite Carbon – The Forestland Group Champion Property,Heartwood Forestland Fund III,SCS Global Services,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=645,5208.0,0,21865,0,0,0,0,0,"On 1/25/2022, CARB retired all 5,208 credits from the buffer pool for the CAFR5231-A unintentional reversal.",5208,27073.0,2014.0,CAR,,,,,,
CAR645,CAFR0080-B,CAR645,Forest,EA,2010-01-01,2010-12-31,2010.0,43826,8430,2014-11-12,3 years,2016-02-23 00:00:00,2014-11-12 00:00:00,Finite Carbon – The Forestland Group Champion Property,Heartwood Forestland Fund III,SCS Global Services,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=645,8430.0,0,35396,0,0,0,0,0,"On 1/25/2022, CARB retired all 8,430 credits from the buffer pool for the CAFR5231-A unintentional reversal.",8430,43826.0,2014.0,CAR,,,,,,
CAR645,CAFR0080-C,CAR645,Forest,EA,2011-01-01,2011-12-31,2011.0,47632,9163,2014-11-12,3 years,2016-02-23 00:00:00,2014-11-12 00:00:00,Finite Carbon – The Forestland Group Champion Property,Heartwood Forestland Fund III,SCS Global Services,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=645,9163.0,0,4889,33580,0,0,0,0,"On 1/25/2022, CARB retired 457 of 9,163 credits from the buffer pool for the CAFR5231-A unintentional reversal; on 2/8/2022, CARB retired the remaining 8,706 credits from the buffer pool for the CAFR5309-A unintentional reversal.",9163,47632.0,2014.0,CAR,,,,,,
CAR645,CAFR0080-D,CAR645,Forest,EA,2012-01-01,2012-12-31,2012.0,48387,9308,2014-11-12,3 years,2016-02-23 00:00:00,2014-11-12 00:00:00,Finite Carbon – The Forestland Group Champion Property,Heartwood Forestland Fund III,SCS Global Services,NY,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=645,9308.0,0,0,39079,0,0,0,0,"On 2/8/2022, CARB retired 977 of 9,308 credits from the buffer pool for the CAFR5309-A unintentional reversal; on 1/24/2023, CARB retired the remaining 8,331 credits from the buffer pool for the CAFR5148-A unintentional reversal.",9308,48387.0,2014.0,CAR,,,,,,
CAR648,CAFR0047-A,CAR648,Forest,EA,2006-12-12,2006-12-31,2006.0,7940,1683,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,1683.0,0,6257,0,0,0,0,0,"On 9/12/2017, CARB retired all 1,683 credits from the buffer pool for the CAFR5076-A unintentional reversal.",1683,7940.0,2013.0,CAR,,,,,,
CAR648,CAFR0047-B,CAR648,Forest,EA,2007-01-01,2007-12-31,2007.0,96065,20367,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,20367.0,0,75012,686,0,0,0,0,"On 9/12/2017, CARB retired all 20,367 credits from the buffer pool for the CAFR5076-A unintentional reversal.",20367,96065.0,2013.0,CAR,,,,,,
CAR648,CAFR0047-C,CAR648,Forest,EA,2008-01-01,2008-12-31,2008.0,30109,6383,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,6383.0,0,23726,0,0,0,0,0,"On 9/12/2017, CARB retired all 6,383 credits from the buffer pool for the CAFR5076-A unintentional reversal.",6383,30109.0,2013.0,CAR,,,,,,
CAR648,CAFR0047-D,CAR648,Forest,EA,2009-01-01,2009-12-31,2009.0,47100,9986,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,9986.0,0,37114,0,0,0,0,0,"On 9/12/2017, CARB retired all 9,986 credits from the buffer pool for the CAFR5076-A unintentional reversal.",9986,47100.0,2013.0,CAR,,,,,,
CAR648,CAFR0047-E,CAR648,Forest,EA,2010-01-01,2010-12-31,2010.0,55444,11754,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,11754.0,0,43690,0,0,0,0,0,"On 9/12/2017, CARB retired all 11,754 credits from the buffer pool for the CAFR5076-A unintentional reversal.",11754,55444.0,2013.0,CAR,,,,,,
CAR648,CAFR0047-F,CAR648,Forest,EA,2011-01-01,2011-12-31,2011.0,36215,7679,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,7679.0,0,19483,9053,0,0,0,0,"On 9/12/2017, CARB retired all 7,679 credits from the buffer pool for the CAFR5076-A unintentional reversal.",7679,36215.0,2013.0,CAR,,,,,,
CAR648,CAFR0047-G,CAR648,Forest,EA,2012-01-01,2012-07-26,2012.0,6583,1396,2013-12-24,3 years,2016-03-08 00:00:00,2013-12-24 00:00:00,Finite Carbon – Potlatch Moro Big Pine CE,"Potlatch Forest Holdings, Inc.",SCS Global Services,AR,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=648,1396.0,0,5187,0,0,0,0,0,"On 9/12/2017, CARB retired all 1,396 credits from the buffer pool for the CAFR5076-A unintentional reversal.",1396,6583.0,2013.0,CAR,,,,,,
CAR655,CAFR0105-A,CAR655,Forest,EA,2006-12-15,2006-12-31,2006.0,31290,6008,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,25282,0,0,0,0,,6008,31290.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-B,CAR655,Forest,EA,2007-01-01,2007-12-31,2007.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-C,CAR655,Forest,EA,2008-01-01,2008-12-31,2008.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-D,CAR655,Forest,EA,2009-01-01,2009-12-31,2009.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-E,CAR655,Forest,EA,2010-01-01,2010-12-31,2010.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-F,CAR655,Forest,EA,2011-01-01,2011-12-31,2011.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-G,CAR655,Forest,EA,2012-01-01,2012-12-31,2012.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR655,CAFR0105-H,CAR655,Forest,EA,2013-01-01,2013-12-31,2013.0,758,146,2016-08-31,3 years,2020-05-26 00:00:00,2016-08-31 00:00:00,Alder Stream Preserve,Northeast Wilderness Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=655,0.0,0,0,612,0,0,0,0,,146,758.0,2016.0,CAR,,,,,,
CAR657,CAFR0002-A,CAR657,Forest,EA,2010-04-27,2011-12-31,2011.0,242131,46577,2013-11-12,3 years,2020-06-23 00:00:00,2013-11-12 00:00:00,Finite Carbon – Farm Cove Community Forest Project,Downeast Lakes Land Trust,"Environmental Services, Inc.",ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=657,46577.0,0,195554,0,0,0,0,0,"On 9/12/2017, CARB retired all 46,577 credits from the buffer pool for the CAFR5076-A unintentional reversal.",46577,25040.0,2013.0,CAR,,,,,,
CAR657,CAFR0002-B,CAR657,Forest,EA,2012-01-01,2012-12-31,2012.0,40888,7867,2016-08-31,3 years,2020-06-23 00:00:00,2016-08-31 00:00:00,Finite Carbon – Farm Cove Community Forest Project,Downeast Lakes Land Trust,SCS Global Services,ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=657,0.0,2500,0,5962,24559,0,0,0,"2,500 credits were voluntarily retired in February 2017.",7867,40888.0,2016.0,CAR,,,,,,
CAR657,CAFR0002-C,CAR657,Forest,EA,2013-01-01,2013-12-31,2013.0,1024,197,2016-08-31,3 years,2020-06-23 00:00:00,2016-08-31 00:00:00,Finite Carbon – Farm Cove Community Forest Project,Downeast Lakes Land Trust,SCS Global Services,ME,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=657,0.0,0,0,0,827,0,0,0,,197,1024.0,2016.0,CAR,,,,,,
CAR658,CAFR0087-A,CAR658,Forest,EA,2010-04-27,2010-12-31,2010.0,315050,60490,2015-11-23,3 years,2018-09-11 00:00:00,2015-11-23 00:00:00,Finite Carbon – Brosnan Forest,"Camco International Group, Inc.",SCS Global Services,SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=658,0.0,0,0,254560,0,0,0,0,,60490,315050.0,2015.0,CAR,,,,,,
CAR658,CAFR0087-B,CAR658,Forest,EA,2011-01-01,2011-12-31,2011.0,10847,2083,2015-11-23,3 years,2018-09-11 00:00:00,2015-11-23 00:00:00,Finite Carbon – Brosnan Forest,"Camco International Group, Inc.",SCS Global Services,SC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=658,0.0,0,0,8764,0,0,0,0,,2083,10847.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-A,CAR659,Forest,EA,2005-01-01,2005-12-31,2005.0,17448,3647,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,10525,0,0,3276,0,,3647,17448.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-B,CAR659,Forest,EA,2006-01-01,2006-12-31,2006.0,17448,3647,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,10525,0,0,3276,0,,3647,17448.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-C,CAR659,Forest,EA,2007-01-01,2007-12-31,2007.0,17448,3647,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,10525,0,0,3276,0,,3647,17448.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-D,CAR659,Forest,EA,2008-01-01,2008-12-31,2008.0,13427,2806,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,9268,0,0,1353,0,,2806,17464.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-D2,CAR659,Forest,EA,2008-01-01,2008-12-31,2008.0,843,176,2015-10-13,8 years,,2015-10-13 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,0,0,0,667,0,,176,17464.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-E,CAR659,Forest,EA,2009-01-01,2009-12-31,2009.0,17631,3685,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,1620,8978,0,0,3348,0,,3685,17631.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-F,CAR659,Forest,EA,2010-01-01,2010-12-31,2010.0,13702,2864,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,10838,0,0,0,0,,2864,17631.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-F2,CAR659,Forest,EA,2010-01-01,2010-12-31,2010.0,822,172,2015-10-13,8 years,,2015-10-13 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,83,0,0,567,0,,172,17631.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-G,CAR659,Forest,EA,2011-01-01,2011-12-31,2011.0,3501,732,2015-09-22,8 years,,2015-09-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,0,0,0,2769,0,,732,17371.0,2015.0,CAR,,,,,,
CAR659,CAFR0026-H,CAR659,Forest,EA,2012-01-01,2012-12-31,2012.0,2389,499,2016-03-22,8 years,,2016-03-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,0,0,0,1890,0,,499,16596.0,2016.0,CAR,,,,,,
CAR659,CAFR0026-I,CAR659,Forest,EA,2013-01-01,2013-12-31,2013.0,1722,360,2016-03-22,8 years,,2016-03-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,0,0,0,1362,0,,360,16489.0,2016.0,CAR,,,,,,
CAR659,CAFR0026-J,CAR659,Forest,EA,2014-01-01,2014-12-31,2014.0,3202,669,2016-03-22,8 years,,2016-03-22 00:00:00,Blue Source – Pungo River Forest Conservation Project,David Dicktel,SCS Global Services,NC,–,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=659,0.0,0,0,0,0,0,2533,0,,669,14273.0,2016.0,CAR,,,,,,
CAR660,CAFR0042-A,CAR660,Forest,EA,2007-01-01,2007-12-31,2007.0,6863,1437,2014-05-27,8 years,,2014-05-27 00:00:00,Gualala River Forest,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=660,1437.0,852,0,0,5000,0,0,0,"On 9/12/2017, CARB retired all 1,437 credits from the buffer pool for the CAFR5076-A unintentional reversal; 426 credits were voluntarily retired in April 2023, and 426 more credits were voluntarily retired in August 2023.",1011,6863.0,2014.0,CAR,,,,,,
CAR660,CAFR0042-B,CAR660,Forest,EA,2008-01-01,2008-12-31,2008.0,95789,20055,2014-05-27,8 years,,2014-05-27 00:00:00,Gualala River Forest,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=660,20055.0,1468,65000,0,10000,0,0,0,"On 9/12/2017, CARB retired all 20,055 credits from the buffer pool for the CAFR5076-A unintentional reversal; 734 credits were voluntarily retired in April 2023, and 734 more credits were voluntarily retired in August 2023.",19321,95789.0,2014.0,CAR,,,,,,
CAR660,CAFR0042-C,CAR660,Forest,EA,2009-01-01,2009-12-31,2009.0,102301,21419,2014-05-27,8 years,,2014-05-27 00:00:00,Gualala River Forest,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=660,21419.0,1764,65000,0,15000,0,0,0,"On 9/12/2017, CARB retired all 21,419 credits from the buffer pool for the CAFR5076-A unintentional reversal; 882 credits were voluntarily retired in April 2023, and 882 more credits were voluntarily retired in August 2023.",20537,102301.0,2014.0,CAR,,,,,,
CAR660,CAFR0042-D,CAR660,Forest,EA,2010-01-01,2010-12-31,2010.0,39169,22857,2014-05-27,8 years,,2014-05-27 00:00:00,Gualala River Forest,The Conservation Fund,"Environmental Services, Inc.",CA,DEBS,–,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=660,22857.0,312,0,0,16000,0,0,0,"On 5/26/2015, CARB returned 18,537 of 22,857 offset credits in its Forest Buffer Account to the Early Action Offset Program’s buffer account.  On 9/12/2017, CARB retired the remaining 4,320 credits from the buffer pool for the CAFR5076-A unintentional reversal.  312 credits were voluntarily retired in August 2023.",22857,109169.0,2014.0,CAR,,,,,,
