Project ID,Project Name,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications,SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Project Website,CAR Source Data,Updated 11-1-23,Total Projects:,872,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,34
CAR531,Buncombe County Landfill,,,Buncombe County,Buncombe County,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Buncombe County,NORTH CAROLINA,US,,,,241921.0,2010-01-14,2012-04-24,www.buncombecounty.org,,,,,,,,,,,,
CAR532,Pagel’s Ponderosa Dairy,CALS0032,,"3Degrees Group, Inc","3Degrees Group, Inc","TerraPass, Inc",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Kewaunee,WISCONSIN,US,,,,36680.0,2009-11-19,2011-09-30,,,,,,,,,,,,,
CAR533,Decatur County S.R. 309 Municipal Solid Waste Landfill Project,,,"Blue Source, LLC","Blue Source, LLC",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Bainbridge, Decatur County",GEORGIA,US,,,,,,,,,,,,,,,,,,,
CAR535,CMW Landfill Methane Reduction Project,,,"Covanta Semass, L.P.","Covanta Semass, L.P.",,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Carver,MASSACHUSETTS,US,,,,41716.0,2009-11-17,2012-06-05,,,,,,,,,,,,,
CAR540,Hardin County Landfill,,,Hardin County Fiscal Court,Hardin County Fiscal Court,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Elizabethtown, KY",KENTUCKY,US,,,,121913.0,2009-11-24,,,,,,,,,,,,,,
CAR545,City of Garland Landfill Carbon Project,,,Garland Power & Light,Garland Power & Light,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"3175 Elm Grove, Rowlett, Texas",TEXAS,US,,,,951069.0,2009-12-11,2011-10-25,,,,,,,,,,,,,
CAR548,Newland Park Landfill,,,"Wicomico County, Maryland","Wicomico County, Maryland",,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Wicomico County,MARYLAND,US,,,Request that account be closed and project moved to completed (email 12/7/2012),85242.0,2009-11-24,2011-04-22,http://www.wicomicocounty.org/pubwrk/solid.htm,,,,,,,,,,,,
CAR551,Bluesource - Indian Creek Landfill Gas Project,,,"Blue Source, LLC","Blue Source, LLC",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Tazewell County, Hopedale",ILLINOIS,US,,,Project has exceeded its NMOC threshold. It was required to have a GCCS installed by 10/29/2012,150060.0,2009-12-03,2011-07-27,,,,,,,,,,,,,
CAR557,Mt. Herman Landfill Gas Project,,,"Camco International Group, Inc.","Camco International Group, Inc.",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Hudson, Caldwell County,",NORTH CAROLINA,US,,,,39704.0,2010-06-03,2010-09-14,,,,,,,,,,,,,
CAR558,Indian River County Landfill,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Indian River County,FLORIDA,US,,,,284794.0,2011-09-28,2012-06-15,http://www.ircwaste.com/,,,,,,,,,,,,
CAR560,New River Landfill Gas Methane Destruction Project,,,New River Resource Authority,New River Resource Authority,,,SCS Global Services,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Dublin, Virginia",VIRGINIA,US,,,,643258.0,2009-11-30,2011-05-20,,,,,,,,,,,,,
CAR566,Mahoning Landfill,,,"Mahoning Landfill, Inc.","Mahoning Landfill, Inc.",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,New Springfield,OHIO,US,,,,549968.0,2011-04-14,2011-12-14,,,,,,,,,,,,,
CAR574,Berkeley County Landfill Gas Project,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Berkeley County,SOUTH CAROLINA,US,,,,169720.0,2010-03-11,2010-12-14,,,,,,,,,,,,,
CAR575,Arcata Sunnybrae Tract,,,City of Arcata,City of Arcata,,,,Improved Forest Management,Registered,Not ARB Eligible,Humboldt County,CALIFORNIA,US,,,,46787.0,2009-12-21,2012-09-07,www.cityofarcata.org,,,,,,,,,,,,
CAR577,VAMOX® Demonstration Project at JWR Shaft No. 4-9,CAMM0095,,Biothermica Coal Carbon Inc.,Biothermica Coal Carbon Inc.,,,,Coal Mine Methane - VAM,Completed,Not ARB Eligible,BROOKWOOD,ALABAMA,US,,,,80766.0,2010-01-28,2010-06-01,www.biothermica.com,,,,,,,,,,,,
CAR578,Cottonwood Dairy Organic Waste Digestion Project,,,Grey K Trading Limited,Grey K Trading Limited,,,"First Environment, Inc.",Organic Waste Digestion,Completed,Not ARB Eligible,"Atwater, Merced County,",CALIFORNIA,US,,,Redesginated as a Livestock Project (previously OWD). See CAR393.,44457.0,2010-01-21,2011-03-21,,,,,,,,,,,,,
CAR580,Tollenaar Holsteins Dairy Manure Anaerobic Digester,,,Sacramento Municipal Utility District (SMUD),Sacramento Municipal Utility District (SMUD),,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Sacramento County,CALIFORNIA,US,,,,3691.0,2010-02-25,2013-02-15,,,,,,,,,,,,,
CAR582,Finite Carbon - MWF Brimstone IFM Project I,CAFR0103,,Lyme Brimstone Timberlands LLC,Lyme Brimstone Timberlands LLC,"MWF Brimstone Forest Company, LLC",,,Improved Forest Management,Completed,Not ARB Eligible,Scott County,TENNESSEE,US,,,,252512.0,2010-03-05,2015-01-09,www.finitecarbon.com,,,,,,,,,,,,
CAR588,Stones Throw Landfill,,,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Near Tallassee in Elmore County,ALABAMA,US,,,,514157.0,2010-02-11,2011-03-09,,,,,,,,,,,,,
CAR589,Fiscalini Farms Anaerobic Digester,CALS0114,,"Fiscalini Properties, L.P.","Fiscalini Properties, L.P.",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Modesto,CALIFORNIA,US,,,,27606.0,2010-07-16,2012-09-27,www.fiscalinifarms.com,,,,,,,,,,,,
CAR590,Lompico Forest Carbon Project,,,Sempervirens Fund,Sempervirens Fund,,,"Environmental Services, Inc.",Improved Forest Management,Registered,Not ARB Eligible,Santa Cruz County,CALIFORNIA,US,,,,17172.0,2010-01-28,2010-08-27,www.sempervirens.org,,,,,,,,,,,,
CAR591,Martinsville Methane Collection Project,,,City of Martinsville,City of Martinsville,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"225 Arden Circle, Martinsville, VA 24112",VIRGINIA,US,,,,68767.0,2010-02-11,2011-03-30,,,,,,,,,,,,,
CAR592,Morehead Landfill,,,"Advanced Disposal Services Morehead Landfill, Inc.","Advanced Disposal Services Morehead Landfill, Inc.",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Morehead,KENTUCKY,US,,,,464612.0,2010-02-25,2011-07-15,,,,,,,,,,,,,
CAR593,The B6 Dairy Farm BioFactory(R) Project,CALS0099,,"3Degrees Group, Inc","3Degrees Group, Inc",,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,"Gooding, Idaho",IDAHO,US,,,,299360.0,2012-02-24,2014-06-20,,,,,,,,,,,,,
CAR596,Coolgas India ODS Project 1,,,"COOLGAS, INC.","COOLGAS, INC.",,,"First Environment, Inc.",Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,India,ARKANSAS,US,,,Reporting period ended 3/2010. Project completed.,683087.0,2010-03-04,2010-05-12,www.coolgas.com,,,,,,,,,,,,
CAR597,Coolgas India ODS project 2,,,"COOLGAS, INC.","COOLGAS, INC.",,,"First Environment, Inc.",Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,India,ARKANSAS,US,,,Reporting period ended 4/2011. Project completed.,551802.0,2010-03-04,2010-10-22,,,,,,,,,,,,,
CAR599,Holsum Elm,CALS0107,,"Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Dairies, LLC",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Calumet County,WISCONSIN,US,,,,116273.0,2010-04-22,2011-08-11,,,,,,,,,,,,,
CAR600,Recology Yuba-Sutter North Area LFG,,,Recology Yuba Sutter,Recology Yuba Sutter,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Yuba County,CALIFORNIA,US,,,Project exceeded regulatory threshold requiring LFG destruction on 12/17/2013. No longer eligible,35280.0,2010-04-22,2011-09-12,,,,,,,,,,,,,
CAR601,Holsum Irish Dairy,CALS0108,,"Holsum Dairies, LLC","Holsum Dairies, LLC",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Calumet County,WISCONSIN,US,,,,64801.0,2010-05-06,2011-08-11,,,,,,,,,,,,,
CAR602,Patterson Farms,CALS0075,,Environmental Credit Corp.,Environmental Credit Corp.,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Cayuga County; Auburn, NY",NEW YORK,US,,,,11631.0,2010-03-26,2013-12-24,,,,,,,,,,,,,
CAR604,EOS-JA-09-01,CAOD0016,,EOS Climate Inc.,EOS Climate Inc.,EOS Climate Inc.,,NSF Certification LLC,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,Reporting period ended 3/2011. Project completed.,1147229.0,2010-03-04,2010-04-30,www.eosclimate.com,,,,,,,,,,,,
CAR606,Sunnyside Farms Inc,CALS0119,,Environmental Credit Corp.,Environmental Credit Corp.,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cayuga County,NEW YORK,US,,,,34436.0,2010-04-02,2015-07-08,,,,,,,,,,,,,
CAR607,Aurora Ridge,CALS0117,,"Aurora Ridge Dairy, LLC","Aurora Ridge Dairy, LLC",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cayuga County,NEW YORK,US,,,,42642.0,2010-05-06,2012-07-17,,,,,,,,,,,,,
CAR612,Grotegut Dairy Farm Inc,CALS0071,,Grotegut Dairy Farm Inc,Grotegut Dairy Farm Inc,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Newton,WISCONSIN,US,,,,54686.0,2010-04-22,2013-05-30,,,,,,,,,,,,,
CAR620,Upper Piedmont Landfill,,,"Republic Services of North Carolina, LLC","Republic Services of North Carolina, LLC",,,SCS Global Services,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Person County,NORTH CAROLINA,US,,,,72567.0,2010-04-08,2011-10-18,,,,,,,,,,,,,
CAR621,Kimble Sanitary Landfill Gas Project,,,Kimble Company,Kimble Company,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Dover,OHIO,US,,,,1684325.0,2010-04-22,2011-09-28,,,,,,,,,,,,,
CAR627,Charlotte County Zemel Road Landfill Gas Capture Project,,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Charlotte County, FL",FLORIDA,US,,,,185646.0,2020-02-07,2012-05-04,,,,,,,,,,,,,
CAR628,Refex ODS California 2010,CAOD0092,,Refrigerant Exchange Corp.,Refrigerant Exchange Corp.,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,Bowling Green,OHIO,US,,,,33928.0,2010-07-19,2011-08-30,www.refex.com,,,,,,,,,,,,
CAR629,Green River Trona Mine Methane Destruction and Utilization Project,CAMM0101,,"Solvay Chemicals, Inc.","Solvay Chemicals, Inc.",,,,Coal Mine Methane - Drainage,Completed,Not ARB Eligible,Sweetwater County,WYOMING,US,,,,498654.0,2010-04-19,2011-09-01,,,,,,,,,,,,,
CAR630,Presque Isle Landfill,,,City of Presque Isle,City of Presque Isle,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Northern Maine; Aroostook County; Presque Isle,MAINE,US,,,,4311.0,2010-04-22,2012-10-26,,,,,,,,,,,,,
CAR634,Linde Dairy,,,"CSE Operating II, LLC","CSE Operating II, LLC",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Brookings County; White, SD",SOUTH DAKOTA,US,,,,7171.0,2011-04-18,2011-12-01,,,,,,,,,,,,,
CAR635,Hancock County Landfill Gas Collection Project,,,"3Degrees Group, Inc","3Degrees Group, Inc",,,SCS Global Services,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Hancock County,OHIO,US,,,,1227191.0,2010-05-13,2012-05-31,,,,,,,,,,,,,
CAR639,"El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project",,,"LSB Industries, Inc.","LSB Industries, Inc.",,,,Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,Chambers County; near Baytown,TEXAS,US,,,,9078287.0,2010-05-06,2010-12-23,,,,,,,,,,,,,
CAR644,Central LFG to Energy Project,,,"Central Clean Energy, LLC","Central Clean Energy, LLC",,,SCS Global Services,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Mahoning County, Ohio",OHIO,US,,,Project cancelled by developer and account closed 2/8/2013,19751.0,2010-05-27,2011-02-08,,,,,,,,,,,,,
CAR645,Finite Carbon - The Forestland Group Champion Property,CAFR0080,,Heartwood Forestland Fund III Limited Partnership,Heartwood Forestland Fund III Limited Partnership,,,,Improved Forest Management,Completed,Not ARB Eligible,"Franklin, St. Lawrence, and Lewis County",NEW YORK,US,,,,166918.0,2012-03-12,2012-12-29,,,,,,,,,,,,,
CAR646,Katahdin Iron Works Ecological Reserve,,,AMC Maine Woods Initiative LLC,AMC Maine Woods Initiative LLC,,,"S&A Carbon, LLC",Improved Forest Management,Registered,Not ARB Eligible,"Piscataquis County, Maine; east of Greenville",MAINE,US,,,Credits may only be used in voluntary offset market; not CARB eligible. Contact Reserve for details,173619.0,2011-02-11,2014-01-29,www.outdoors.org,,,,,,,,,,,,
CAR648,Finite Carbon - Potlatch Moro Big Pine CE,CAFR0047,,"Potlatch Forest Holdings, Inc.","Potlatch Forest Holdings, Inc.","Potlatch Forest Holdings, Inc.",,,Improved Forest Management,Completed,Not ARB Eligible,Calhoun county,ARKANSAS,US,,,,279456.0,2010-11-08,2013-04-30,,,,,,,,,,,,,
CAR655,Alder Stream Preserve,CAFR0105,,Northeast Wilderness Trust,Northeast Wilderness Trust,,,,Improved Forest Management,Transitioned,Not ARB Eligible,"Piscataquis County, Maine",MAINE,US,,,,36596.0,2013-12-19,2015-03-02,www.forestcarbonpartners.com,,,,,,,,,,,,
CAR657,Finite Carbon - Farm Cove Community Forest Project,CAFR0002,,Downeast Lakes Land Trust,Downeast Lakes Land Trust,Downeast Lakes Land Trust,,,Improved Forest Management,Completed,Not ARB Eligible,Near Grand Lake Stream,MAINE,US,,,,284043.0,2010-07-02,2012-09-10,www.downeastlakes.org,,,,,,,,,,,,
CAR658,Finite Carbon - Brosnan Forest,CAFR0087,,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,Improved Forest Management,Completed,Not ARB Eligible,"Near Charleston, SC",SOUTH CAROLINA,US,,,,325897.0,2010-06-17,2013-10-14,www.finitecarbon.com,,,,,,,,,,,,
CAR659,Blue Source - Pungo River Forest Conservation Project,CAFR0026,,David Dicktel,David Dicktel,,Blue Source,"Ruby Canyon Environmental, Inc.",Avoided Conversion,Registered,Not ARB Eligible,"Washington County, NC",NORTH CAROLINA,US,,,,274527.0,2010-09-30,2012-06-19,,,,,,,,,,,,,
CAR660,Gualala River Forest,CAFR0042,,The Conservation Fund,The Conservation Fund,The Conservation Fund,,,Improved Forest Management,Completed,Not ARB Eligible,Southern Mendocino County; near Gualala,CALIFORNIA,US,,,,514346.0,2010-08-03,2011-12-23,,,,,,,,,,,,,
CAR661,Willits Woods,CAFR0001,,"Coastal Ridges LLC, a California Limited Liability Company","Coastal Ridges LLC, a California Limited Liability Company",Coastal Ridges LLC.,,,Improved Forest Management,Completed,Not ARB Eligible,"Western Mendocino County, near Willits, CA",CALIFORNIA,US,,,,1500839.0,2010-07-30,2012-06-08,,,,,,,,,,,,,
CAR672,Finite Carbon - NEFF,CAFR0116,,New England Forestry Foundation,New England Forestry Foundation,,,,Improved Forest Management,Registered,Not ARB Eligible,"North of Concord, NH",NEW HAMPSHIRE,US,,,,91329.0,2010-06-21,2015-03-06,www.finitecarbon.com,,,,,,,,,,,,
CAR674,"Oneida Herkimer Landfill Ava, NY",,,Oneida Herkimer Solid Waste Authority,Oneida Herkimer Solid Waste Authority,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Ava, NY",NEW YORK,US,,,,1475052.0,2020-01-13,2011-01-24,www.ohswa.org,,,,,,,,,,,,
CAR676,Blue Source - Pocosin Lakes Forest Conservation Project,CAFR0031,,W. Brinkley Melvin,W. Brinkley Melvin,,Blue Source,,Avoided Conversion,Registered,Not ARB Eligible,Tyrrell County,NORTH CAROLINA,US,,,,257042.0,2010-10-04,2012-12-14,,,,,,,,,,,,,
CAR681,Howland Research Forest,CAFR0106,,Northeast Wilderness Trust,Northeast Wilderness Trust,,,,Improved Forest Management,Transitioned,Not ARB Eligible,Penobscot County,MAINE,US,,,,48852.0,2013-12-19,2015-03-13,www.forestcarbonpartners.com,,,,,,,,,,,,
CAR683,Blue Source - Francis Beidler Improved Forest Management Project,CAFR0030,,"National Audubon Society, Inc.","National Audubon Society, Inc.","National Audubon Society, Inc","Blue Source, LLC",,Improved Forest Management,Registered,Not ARB Eligible,"Berkeley, Dorchester and Orangeburg Counties",SOUTH CAROLINA,US,,,,899008.0,2011-01-21,2013-03-28,,,,,,,,,,,,,
CAR686,Virginia Conservation Forestry Program - Clifton Farm,CAFR0058,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy,,,Improved Forest Management,Transitioned,Not ARB Eligible,Russell & Tazewell Counties; near Rosedale,VIRGINIA,US,,,,88497.0,2010-10-01,2013-05-21,www.nature.org/wherewework/northamerica/states/virginia/,,,,,,,,,,,,
CAR688,Noles North Avoided Conversion Forest Project,CAFR0028,,Michael A. Noles,Michael A. Noles,,HBG Solutions,"Ruby Canyon Environmental, Inc.",Avoided Conversion,Registered,Not ARB Eligible,Washington and Hyde Counties,NORTH CAROLINA,US,,,,113385.0,2011-01-13,2012-06-20,,,,,,,,,,,,,
CAR691,RemTec International ODS Destruction Import Project #1,,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,,,,Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,Mexico,ARKANSAS,US,,,,2602812.0,2010-05-06,2011-06-21,www.remtec.net,,,,,,,,,,,,
CAR694,Lucchesi Tract,,,City of Arcata,City of Arcata,,,,Improved Forest Management,Registered,Not ARB Eligible,Humboldt County,CALIFORNIA,US,,,,23001.0,2012-01-13,2012-09-13,cityofarcata.org,,,,,,,,,,,,
CAR696,Virginia Conservation Forestry Program - Rich Mountain,CAFR0057,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy,,"Environmental Services, Inc.",Improved Forest Management,Transitioned,Not ARB Eligible,"Russell & Washington Counties, NW of Saltville",VIRGINIA,US,,,,197247.0,2010-10-01,2013-05-20,www.nature.org/wherewework/northamerica/states/virginia/,,,,,,,,,,,,
CAR697,Virginia Conservation Forestry Program - Tazewell - Elk Garden,CAFR0102,,The Nature Conservancy,The Nature Conservancy,,,,Improved Forest Management,Transitioned,Not ARB Eligible,"Russell, Washington, and Tazewell Co. near Tazewel",VIRGINIA,US,,,,295364.0,2010-10-01,2014-06-19,www.nature.org/wherewework/northamerica/states/virginia/,,,,,,,,,,,,
CAR730,Usal Redwood Forest,CAFR0123,,"Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC",,,,Improved Forest Management,Completed,Not ARB Eligible,Mendocino County,CALIFORNIA,US,,,,3918782.0,2010-08-03,2015-10-28,www.rffi.org,,,,,,,,,,,,
CAR749,Green Assets - Middleton Avoided Conversion,CAFR0063,,"Middleton Place, LLC","Middleton Place, LLC",Middleton Place LLC,"Green Assets, Inc.",,Avoided Conversion,Completed,Not ARB Eligible,Charleston,SOUTH CAROLINA,US,,,Project has transitioned to compliance - CAR1109,285687.0,2011-05-02,2013-09-17,,,,,,,,,,,,,
CAR761,L and D Landfill Methane Destruction Project,,,"L and D Landfill, Limited Partnership","L and D Landfill, Limited Partnership",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Sacramento,CALIFORNIA,US,,,,125797.0,2010-07-01,,,,,,,,,,,,,,
CAR762,Maple Leaf Dairy East,CALS0111,,"Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cleveland,WISCONSIN,US,,,,2762.0,2010-06-24,2015-12-18,,,,,,,,,,,,,
CAR764,Cedar Rapids Linn County Solid Waste Agency Landfill Gas Project,,,Cedar Rapids Linn County Solid Waste Agency,Cedar Rapids Linn County Solid Waste Agency,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Linn County,IOWA,US,,,,66848.0,2010-09-16,,,,,,,,,,,,,,
CAR766,Terra Verdigris #2,,,"Terra Nitrogen, Limited Partnership","Terra Nitrogen, Limited Partnership",,,,Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,"Claremore, OK: near Tulsa",OKLAHOMA,US,,,,3090965.0,2010-07-27,2010-12-16,,,,,,,,,,,,,
CAR768,"Terra Yazoo City  # 9, Nitrous Oxide Abatement Project",,,"CF Industries Nitrogen, LLC","CF Industries Nitrogen, LLC",,,,Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,"Yazoo City, MS",MISSISSIPPI,US,,,,2460480.0,2010-07-26,2011-01-29,,,,,,,,,,,,,
CAR769,Big Run Landfill Gas Destruction Project,,,"Big Run Power Producers, LLC","Big Run Power Producers, LLC",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Boyd County; Ashland,KENTUCKY,US,,,,138492.0,2010-07-01,2011-10-08,,,,,,,,,,,,,
CAR772,"Citrus County, Florida Landfill Gas Flare Project",,,Citrus County Division of Solid Waste Management,Citrus County Division of Solid Waste Management,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Citrus County; Lecanto,FLORIDA,US,,,,144980.0,2010-12-07,2012-02-22,,,,,,,,,,,,,
CAR773,Clayton County Landfill Gas Project,,,Trinity Carbon Management LLC,Trinity Carbon Management LLC,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Clayton County,GEORGIA,US,,,,91210.0,2010-07-12,2012-03-27,,,,,,,,,,,,,
CAR775,District 45 Dairy,CALS0015,,"Camco International Group, Inc.","Camco International Group, Inc.","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Hancock, Minnesota",MINNESOTA,US,,,,57676.0,2010-09-09,2012-03-01,,,,,,,,,,,,,
CAR776,IESI-Trinity LaSalle/Grant Carbon Project,,,IESI LA Landfill Corporation,IESI LA Landfill Corporation,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,LaSalle Parish,LOUISIANA,US,,,,88464.0,2010-09-02,2013-04-05,,,,,,,,,,,,,
CAR777,Yurok Tribe Sustainable Forest Project,CAFR0064,,Yurok Tribe,Yurok Tribe,Yurok Tribe,,,Improved Forest Management,Completed,Not ARB Eligible,Norhwest Humboldt County,CALIFORNIA,US,,,Re-listed as CAR1070 to transition to the compliance program,1336270.0,2011-10-05,2013-08-14,www.yuroktribe.org,,,,,,,,,,,,
CAR780,Finite Carbon - Shannondale Tree Farm,CAFR0088,,"Shannondale Carbon, LLC","Shannondale Carbon, LLC",,,,Improved Forest Management,Completed,Not ARB Eligible,"Ozark Mountains near Salem, MO",MISSOURI,US,,,,170586.0,2012-05-04,2013-10-15,www.finitecarbon.com,,,,,,,,,,,,
CAR781,Pure Chem Domestic ODS Destruction Project #2,CAOD0076,,Pure Chem Separation LP,Pure Chem Separation LP,,,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,35437.0,2010-10-14,2010-12-16,www.purechemseparation.com,,,,,,,,,,,,
CAR782,Upstate Regional Landfill,,,"Republic Services of Kentucky, LLC","Republic Services of Kentucky, LLC",,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Enoree,SOUTH CAROLINA,US,,,,391511.0,2010-11-18,2013-05-22,,,,,,,,,,,,,
CAR784,ECC-ODS-PA-001,CAOD0005,,Environmental Credit Corp.,Environmental Credit Corp.,Environmental Credit Corp.,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,Reporting period ended 11/2011. Project completed.,310672.0,2010-11-04,2011-04-07,,,,,,,,,,,,,
CAR785,Dubuque Metropolitan Sanitary Landfill,,,Dubuque Metropolitan Area Solid Waste Agency,Dubuque Metropolitan Area Solid Waste Agency,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"City of Dubuque, Iowa",IOWA,US,,,,244748.0,2010-12-30,2012-04-17,,,,,,,,,,,,,
CAR786,ECC-ODS-CA-002,CAOD0069,,Environmental Credit Corp.,Environmental Credit Corp.,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"El Dorado, Arkansas",ARKANSAS,US,,,Reporting period ended 12/2011. Project completed.,187951.0,2010-12-20,2011-04-07,,,,,,,,,,,,,
CAR790,Bi-County Landfill Gas Destruction Project,,,"Bi-County Gas Producers, LLC","Bi-County Gas Producers, LLC",,,SCS Global Services,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Montgomery County; Woodlawn,TENNESSEE,US,,,,825150.0,2010-12-16,2012-03-01,www.fierainfrastructure.com,,,,,,,,,,,,
CAR793,Verdeo McElroy VAM Abatement Project,CAMM0098,,Verdeo McElroy LLC,Verdeo McElroy LLC,,,,Coal Mine Methane - VAM,Completed,Not ARB Eligible,"McElroy Mine, Cameron, Marshall County",WEST VIRGINIA,US,,,,197411.0,2010-12-30,2013-02-07,www.sindicatum.com/verdeo,,,,,,,,,,,,
CAR794,Farm Power Lynden Anaerobic Digester,CALS0122,,The Climate Trust,The Climate Trust,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Whatcom County, Near Lyden",WASHINGTON,US,,,,30426.0,2011-01-31,2012-12-28,,,,,,,,,,,,,
CAR795,WSO 2011 1,CAOD0065,,"Wilshire Stanford Offsets, LLC","Wilshire Stanford Offsets, LLC",,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"309 American Circle,  El Dorado, Union County",ARKANSAS,US,,,,87503.0,2011-01-07,2011-06-29,,,,,,,,,,,,,
CAR796,Peninsula Composting,,,Environmental Credit Corp.,Environmental Credit Corp.,,,,Organic Waste Composting,Completed,Not ARB Eligible,"Wilmington, DE",DELAWARE,US,,,,70316.0,2011-01-26,2014-06-19,http://www.peninsulacompostcompany.com,,,,,,,,,,,,
CAR799,CSE AZ Facility I,CALS0086,,"CSE Operating I, LLC","CSE Operating I, LLC",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Maricopa County,ARIZONA,US,,,,21814.0,2011-01-20,2012-05-05,,,,,,,,,,,,,
