Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data,Updated 11-1-23,Total Credits Retired:,61317505
CAR601,2013,CAR-1-US-601-5-420-WI-2013-1222-1363 to 1716,354,2015-01-12,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,On Behalf of Third Party,,2015,,,,
CAR601,2013,CAR-1-US-601-5-420-WI-2013-1222-55 to 587,533,2014-01-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2013 retirement,2014,,,,
CAR601,2013,CAR-1-US-601-5-420-WI-2013-1222-1 to 54,54,2013-09-30,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2013 Retirement,2013,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-909-1391 to 1787,397,2014-01-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2013 retirement,2014,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-909-1 to 835,835,2012-11-16,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2012 Olympics Retirement,2012,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-909-836 to 890,55,2013-02-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2012 retirement,2013,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-909-891 to 1336,446,2013-05-09,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 retirement 2013,2013,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-1223-13186 to 14702,1517,2014-01-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2013 retirement,2014,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-1223-447 to 4623,4177,2014-01-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2013 retirement,2014,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-1223-1 to 446,446,2013-09-30,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2013 Retirement,2013,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-909-1337 to 1390,54,2013-09-30,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2013 retirement,2013,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-909-1788 to 2761,974,2014-04-03,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 2014,2014,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-1223-4624 to 13185,8562,2014-04-03,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 2014,2014,,,,
CAR601,2012,CAR-1-US-601-5-420-WI-2012-1223-14703 to 17860,3158,2014-04-03,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 3.0,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 2014,2014,,,,
CAR601,2011,CAR-1-US-601-5-420-WI-2011-910-4765 to 12715,7951,2014-04-03,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 2014,2014,,,,
CAR601,2011,CAR-1-US-601-5-420-WI-2011-517-1 to 44,44,2012-11-16,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2012 Olympics Retirement,2012,,,,
CAR601,2011,CAR-1-US-601-5-420-WI-2011-910-450 to 867,418,2013-09-30,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2013 retirement,2013,,,,
CAR601,2011,CAR-1-US-601-5-420-WI-2011-910-868 to 4764,3897,2014-01-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2013 retirement,2014,,,,
CAR601,2011,CAR-1-US-601-5-420-WI-2011-910-1 to 380,380,2013-02-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2012 retirement,2013,,,,
CAR601,2011,CAR-1-US-601-5-420-WI-2011-910-381 to 449,69,2013-05-09,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 retirement 2013,2013,,,,
CAR601,2010,CAR-1-US-601-5-420-WI-2010-518-1 to 357,357,2013-02-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2012 retirement,2013,,,,
CAR601,2010,CAR-1-US-601-5-420-WI-2010-518-833 to 1210,378,2013-09-30,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q3 2013 Retirement,2013,,,,
CAR601,2010,CAR-1-US-601-5-420-WI-2010-518-358 to 832,475,2013-05-09,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 retirement 2013,2013,,,,
CAR601,2010,CAR-1-US-601-5-420-WI-2010-518-1211 to 4687,3477,2014-01-08,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q4 2013 retirement,2014,,,,
CAR601,2010,CAR-1-US-601-5-420-WI-2010-518-4688 to 11972,7285,2014-04-03,Holsum Irish Dairy,Livestock Gas Capture/Combustion,Version 2.2,Calumet County,WISCONSIN,US,,No,BP International Ltd,Environmental Benefit,Q1 2014,2014,,,,
CAR602,2012,CAR-1-US-602-5-218-NY-2012-1336-1 to 3949,3949,2015-11-19,Patterson Farms,Livestock Gas Capture/Combustion,Version 3.0,"Cayuga County; Auburn, NY",NEW YORK,US,,No,"Native, a Public Benefit Corporation",On Behalf of Third Party,On Behalf of NativeEnergy clients,2015,,,,
CAR604,2010,CAR-1-US-604-32-265-AR-2010-370-1 to 61745,61745,2010-12-03,EOS-JA-09-01,Ozone Depleting Substances - U.S.,Version 1.0,El Dorado,ARKANSAS,US,,No,21st Century Fox,Environmental Benefit,,2010,,,,
CAR604,2010,CAR-1-US-604-32-265-AR-2010-334-1 to 56730,56730,2010-12-15,EOS-JA-09-01,Ozone Depleting Substances - U.S.,Version 1.0,El Dorado,ARKANSAS,US,,No,21st Century Fox,Environmental Benefit,,2010,,,,
CAR604,2010,CAR-1-US-604-32-265-AR-2010-314-127051 to 127213,163,2010-08-17,EOS-JA-09-01,Ozone Depleting Substances - U.S.,Version 1.0,El Dorado,ARKANSAS,US,,No,EOS Climate Inc.,Environmental Benefit,,2010,,,,
CAR604,2010,CAR-1-US-604-32-265-AR-2010-314-50001 to 50010,10,2010-08-17,EOS-JA-09-01,Ozone Depleting Substances - U.S.,Version 1.0,El Dorado,ARKANSAS,US,,No,EOS Climate Inc.,Environmental Benefit,,2010,,,,
CAR604,2010,CAR-1-US-604-32-265-AR-2010-279-230001 to 230010,10,2010-08-17,EOS-JA-09-01,Ozone Depleting Substances - U.S.,Version 1.0,El Dorado,ARKANSAS,US,,No,EOS Climate Inc.,Environmental Benefit,,2010,,,,
CAR604,2010,CAR-1-US-604-32-265-AR-2010-314-239154 to 250678,11525,2010-12-03,EOS-JA-09-01,Ozone Depleting Substances - U.S.,Version 1.0,El Dorado,ARKANSAS,US,,No,21st Century Fox,Environmental Benefit,,2010,,,,
CAR612,2014,CAR-1-US-612-5-433-WI-2014-1877-1445 to 1794,350,2021-09-22,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 3.0,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,2019 Terrapass retired in support of commercial sa,2021,,,,
CAR612,2014,CAR-1-US-612-5-433-WI-2014-1877-1795 to 4937,3143,2021-09-22,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 3.0,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retirement for Person or Organization,2020 Terrapass retired on behalf of Enterprise,2021,,,,
CAR612,2014,CAR-1-US-612-5-433-WI-2014-1877-4938 to 5640,703,2022-04-04,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 3.0,Newton,WISCONSIN,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Enterprise Holdings Foundation,2022,,,,
CAR612,2014,CAR-1-US-612-5-433-WI-2014-1877-1 to 1444,1444,2021-09-22,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 3.0,Newton,WISCONSIN,US,,No,Just Energy Income Fund,On Behalf of Third Party,2019 Terrapass retired on behalf of Enterprise,2021,,,,
CAR612,2014,CAR-1-US-612-5-433-WI-2014-1877-5641 to 8699,3059,2023-10-27,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 3.0,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,TP Project Specific OY2021,2023,,,,
CAR612,2013,CAR-1-US-612-5-433-WI-2013-1878-1 to 5167,5167,2018-09-28,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 3.0,Newton,WISCONSIN,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,City of Palo Alto,2018,,,,
CAR612,2012,CAR-1-US-612-5-433-WI-2012-1171-1 to 9800,9800,2018-09-28,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,City of Palo Alto,2018,,,,
CAR612,2011,CAR-1-US-612-5-433-WI-2011-1172-1746 to 3853,2108,2020-04-02,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,Terrapass Voluntary 2018 - Enterprise,2020,,,,
CAR612,2011,CAR-1-US-612-5-433-WI-2011-1172-1 to 655,655,2017-09-26,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,On behalf of the City of Palo Alto,2017,,,,
CAR612,2011,CAR-1-US-612-5-433-WI-2011-1172-3854 to 6581,2728,2021-09-22,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,On Behalf of Third Party,2019 Terrapass retired on behalf of Enterprise,2021,,,,
CAR612,2011,CAR-1-US-612-5-433-WI-2011-1172-6582 to 6786,205,2022-08-16,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,OY2019 TerraPass General,2022,,,,
CAR612,2011,CAR-1-US-612-5-433-WI-2011-1172-656 to 1745,1090,2018-09-28,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,City of Palo Alto,2018,,,,
CAR612,2010,CAR-1-US-612-5-433-WI-2010-1173-1 to 3912,3912,2017-11-07,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2016 TerraPass Customer,2017,,,,
CAR612,2010,CAR-1-US-612-5-433-WI-2010-1173-5001 to 8852,3852,2017-09-26,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,On behalf of the City of Palo Alto,2017,,,,
CAR612,2010,CAR-1-US-612-5-433-WI-2010-1173-3913 to 3951,39,2017-11-07,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,on behalf of 2016 TerraPass Customer,2017,,,,
CAR612,2010,CAR-1-US-612-5-433-WI-2010-1173-3952 to 4686,735,2020-04-02,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,Retail Program Requirements,Terrapass Voluntary 2018 - Enterprise,2020,,,,
CAR612,2010,CAR-1-US-612-5-433-WI-2010-1173-4687 to 4861,175,2021-09-22,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,Just Energy Income Fund,On Behalf of Third Party,2019 Terrapass retired on behalf of Enterprise,2021,,,,
CAR612,2009,CAR-1-US-612-5-433-WI-2009-1174-656 to 2063,1408,2017-09-26,Grotegut Dairy Farm Inc,Livestock Gas Capture/Combustion,Version 2.2,Newton,WISCONSIN,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,On behalf of the City of Palo Alto,2017,,,,
CAR620,2012,CAR-1-US-620-4-400-NC-2012-1160-1 to 5000,5000,2013-07-09,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2013,,,,
CAR620,2012,CAR-1-US-620-4-400-NC-2012-1160-5001 to 8750,3750,2013-12-03,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2013,,,,
CAR620,2012,CAR-1-US-620-4-400-NC-2012-1160-13251 to 15491,2241,2015-02-27,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2015,,,,
CAR620,2012,CAR-1-US-620-4-400-NC-2012-1160-8751 to 13250,4500,2014-08-19,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2014,,,,
CAR620,2012,CAR-1-US-620-4-400-NC-2012-1160-15492 to 19607,4116,2015-02-27,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2015,,,,
CAR620,2012,CAR-1-US-620-4-400-NC-2012-1160-19608 to 22210,2603,2023-07-07,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets Emissions, LLC",Retirement for Person or Organization,Retired on the behalf of NC GreenPower,2023,,,,
CAR620,2011,CAR-1-US-620-4-400-NC-2011-1161-14778 to 14931,154,2023-10-13,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,Dominion Energy North Carolina Gas,Retail Program Requirements,Retired for NC GreenTherm Program,2023,,,,
CAR620,2011,CAR-1-US-620-4-400-NC-2011-1161-14717 to 14777,61,2023-05-02,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,Dominion Energy North Carolina Gas,Retail Program Requirements,Retired for NC GreenTherm Program,2023,,,,
CAR620,2011,CAR-1-US-620-4-400-NC-2011-571-1 to 5000,5000,2012-06-12,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of NC GreenPower,2012,,,,
CAR620,2010,CAR-1-US-620-4-400-NC-2010-572-703 to 1586,884,2021-04-06,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,Callective Energy,Other,Green-e Climate RY2020,2021,,,,
CAR620,2010,CAR-1-US-620-4-400-NC-2010-572-10814 to 18934,8121,2021-04-06,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,Callective Energy,Other,Green-e Climate RY2020,2021,,,,
CAR620,2010,CAR-1-US-620-4-400-NC-2010-572-352 to 702,351,2012-11-30,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of Frito-Lay,2012,,,,
CAR620,2010,CAR-1-US-620-4-400-NC-2010-572-1 to 351,351,2011-12-29,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,"Element Markets, LLC",On Behalf of Third Party,Retirement on behalf of Frito-Lay,2011,,,,
CAR620,2010,CAR-1-US-620-4-400-NC-2010-572-1587 to 10813,9227,2022-06-17,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,Schneider Electric,Other,,2022,,,,
CAR620,2010,CAR-1-US-620-4-400-NC-2010-572-18935 to 19929,995,2022-03-16,Upper Piedmont Landfill,Landfill Gas Capture/Combustion,Version 3.0,Person County,NORTH CAROLINA,US,,No,Callective Energy,Other,Green-e Callective Climate RY2021,2022,,,,
CAR621,2020,CAR-1-US-621-4-415-OH-2020-6621-19226 to 32500,13275,2022-04-10,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 5.0,Dover,OHIO,US,,No,Greenidge Generation LLC,Environmental Benefit,,2022,,,,
CAR621,2020,CAR-1-US-621-4-415-OH-2020-6621-1 to 19225,19225,2022-01-04,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 5.0,Dover,OHIO,US,,No,Greenidge Generation LLC,Environmental Benefit,,2022,,,,
CAR621,2017,CAR-1-US-621-4-415-OH-2017-5462-1 to 49584,49584,2018-11-20,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,2018,,,,
CAR621,2017,CAR-1-US-621-4-415-OH-2017-5462-49585 to 164605,115021,2018-11-20,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets Emissions, LLC",On Behalf of Third Party,,2018,,,,
CAR621,2016,CAR-1-US-621-4-415-OH-2016-4282-1 to 135296,135296,2017-12-07,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2017,,,,
CAR621,2015,CAR-1-US-621-4-415-OH-2015-2092-98149 to 128148,30000,2017-03-09,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2017,,,,
CAR621,2015,CAR-1-US-621-4-415-OH-2015-2092-1 to 79889,79889,2017-03-09,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2017,,,,
CAR621,2015,CAR-1-US-621-4-415-OH-2015-2092-79890 to 98148,18259,2017-03-09,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2017,,,,
CAR621,2014,CAR-1-US-621-4-415-OH-2014-1529-1 to 23936,23936,2014-10-29,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2014,,,,
CAR621,2014,CAR-1-US-621-4-415-OH-2014-1890-1 to 70506,70506,2016-01-05,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2016,,,,
CAR621,2013,CAR-1-US-621-4-415-OH-2013-1283-1 to 25596,25596,2013-12-13,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,Kimble Company,On Behalf of Third Party,,2013,,,,
CAR621,2013,CAR-1-US-621-4-415-OH-2013-1530-1 to 15347,15347,2014-10-29,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2014,,,,
CAR621,2013,CAR-1-US-621-4-415-OH-2013-1530-15348 to 85731,70384,2014-10-29,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,"Element Markets, LLC",On Behalf of Third Party,,2014,,,,
CAR621,2012,CAR-1-US-621-4-415-OH-2012-1284-1 to 81412,81412,2013-12-13,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,Kimble Company,On Behalf of Third Party,,2013,,,,
CAR621,2012,CAR-1-US-621-4-415-OH-2012-844-1 to 22825,22825,2012-10-01,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,Kimble Company,On Behalf of Third Party,,2012,,,,
CAR621,2011,CAR-1-US-621-4-415-OH-2011-558-1 to 23182,23182,2011-11-22,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,Kimble Company,On Behalf of Third Party,,2011,,,,
CAR621,2011,CAR-1-US-621-4-415-OH-2011-842-1 to 75915,75915,2012-10-01,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,Kimble Company,On Behalf of Third Party,,2012,,,,
CAR621,2010,CAR-1-US-621-4-415-OH-2010-559-1 to 70190,70190,2011-11-22,Kimble Sanitary Landfill Gas Project,Landfill Gas Capture/Combustion,Version 3.0,Dover,OHIO,US,,No,Kimble Company,On Behalf of Third Party,,2011,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-1 to 20658,20658,2020-05-22,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,Calendar Year 2020 Deliveries,2020,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-711-1 to 2870,2870,2020-03-30,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,"3Degrees Group, Inc",On Behalf of Third Party,Transaction Reference 13298,2020,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-946-1570 to 10391,8822,2013-05-30,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,"Sterling Planet, Inc.",On Behalf of Third Party,Microsoft - Green-e Climate 2012,2013,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-946-1 to 1569,1569,2012-12-28,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,"Sterling Planet, Inc.",On Behalf of Third Party,Microsoft - Green-e Climate 2012,2012,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-20659 to 22799,2141,2023-05-08,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q1 '23 GL Green-E RY 2023,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-711-3515 to 10000,6486,2023-03-09,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,Climate Impact Partners Limited,Environmental Benefit,,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-22800 to 22833,34,2023-05-08,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q1 '23 GLEM Green-E RY 2023,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-22834 to 24366,1533,2023-08-09,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q2 '23 GL Green-E RY 2023,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-711-2871 to 3514,644,2023-03-09,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,Climate Impact Partners Limited,Environmental Benefit,,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-24367 to 24393,27,2023-08-09,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q2 '23 GLEM Green-E RY 2023,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-24394 to 25926,1533,2023-08-09,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q2 '23 GL Green-E RY 2023,2023,,,,
CAR627,2011,CAR-1-US-627-4-963-FL-2011-847-25927 to 25935,9,2023-10-18,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,SouthStar Energy Services LLC,Retail Program Requirements,Q3 '23 GLEM Green-E RY 2023,2023,,,,
CAR627,2010,CAR-1-US-627-4-963-FL-2010-868-1 to 28000,28000,2012-12-28,Charlotte County Zemel Road Landfill Gas Capture Project,Landfill Gas Capture/Combustion,Version 3.0,"Charlotte County, FL",FLORIDA,US,,No,"Sterling Planet, Inc.",On Behalf of Third Party,Microsoft - Green-e Climate 2012,2012,,,,
