GS_ID,Project Name,Type,Country,Size,Status,Methodology,Estimated Annual Credits,Project Developer,Sustainable Development Goals,Program of Activities,sustaincert_url,registry_url,Description,POA GSID,GOLD Source Data,Updated 11-1-23,Total Projects:,3117,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,215
GS11063,GS1247 VPA 282 Malawi Safe Water Project,Energy Efficiency - Domestic,Malawi,Microscale,Listed,GS TPDDTEC v3.1,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/2331,https://registry.goldstandard.org/projects/details/3051,"This project will support the provision of safe water to hundreds of people across Nkhotakota District, Malawi using borehole technology. By providing safe water, the project will ensure a reduction in the consumption of firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide from the combustion process.",1247.0,,,,,,,,,,,,
GS11064,GS1247 VPA 283 Malawi Safe Water Project,Energy Efficiency - Domestic,Malawi,Microscale,Listed,GS TPDDTEC v3.1,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/2332,https://registry.goldstandard.org/projects/details/3052,"This project will support the provision of safe water to hundreds of people across Nkhotakota District, Malawi using borehole technology. By providing safe water, the project will ensure a reduction in the consumption of firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide from the combustion process.",1247.0,,,,,,,,,,,,
GS11065,GS1247 VPA 284 Malawi Safe Water Project,Energy Efficiency - Domestic,Malawi,Microscale,Listed,GS TPDDTEC v3.1,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/2333,https://registry.goldstandard.org/projects/details/3053,"This project will support the provision of safe water to hundreds of people across Nkhotakota District, Malawi using borehole technology. By providing safe water, the project will ensure a reduction in the consumption of firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide from the combustion process.",1247.0,,,,,,,,,,,,
GS11066,GS1247 VPA 285 Malawi Safe Water Project,Energy Efficiency - Domestic,Malawi,Microscale,Listed,GS TPDDTEC v3.1,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/2334,https://registry.goldstandard.org/projects/details/3054,"This project will support the provision of safe water to hundreds of people across Nkhotakota District, Malawi using borehole technology. By providing safe water, the project will ensure a reduction in the consumption of firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide from the combustion process.",1247.0,,,,,,,,,,,,
GS11067,GS1247 VPA 286 Malawi Safe Water Project,Energy Efficiency - Domestic,Malawi,Microscale,Listed,GS TPDDTEC v3.1,10000,CO2balance UK ltd,"6,13,3,5",VPA,https://platform.sustain-cert.com/public-project/2335,https://registry.goldstandard.org/projects/details/3055,"This project will support the provision of safe water to hundreds of people across Nkhotakota District, Malawi using borehole technology. By providing safe water, the project will ensure a reduction in the consumption of firewood during the process of water purification and as a result there shall be a reduction of carbon dioxide from the combustion process.",1247.0,,,,,,,,,,,,
GS11068,Enlightening lives by propagating Household biogas projects in India,Biogas - Heat,India,Small Scale,Gold Standard Certified Project,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,40143,First Climate Markets AG,"7,8,13,3",Standalone,https://platform.sustain-cert.com/public-project/2336,https://registry.goldstandard.org/projects/details/3056,"The project activity involves bundling 10,000 household biogas plants in states of India of varying capacities â€“  2m3, 3m3, 4m3 and 6m3. Plants covered under the project activity are commissioned from February 2020 onwards. The purpose of the project is to replace the commonly used inefficient wood fired mud stoves technology, with clean, sustainable and efficient biogas. Each household utilizes cow dung to feed the digester for the production of biogas for cooking purpose and heating water. This leads to reduction of greenhouse gas emissions by displacing conventionally used non renewable biomass with renewable biogas. In addition, the hygienic conditions in the rural areas will be improved by an appropriate disposal of waste. Further, residue from the bio digesters can be used as organic fertilizer and will improve soil conditions in rural areas. Project activity will contribute towards sustainable development by replacing firewood with biogas generated from the biodigesters.",,,,,,,,,,,,,
GS1107,Lixi IV 1.6MW Hydropower Project,"Small, Low - Impact Hydro",China,Microscale,Listed,ACM0002 Grid-connected electricity generation from renewable sources,4441,Climate Bridge (Shanghai) Ltd.,"7,13,9",Standalone,https://platform.sustain-cert.com/public-project/82,https://registry.goldstandard.org/projects/details/77,"The Lixi IV hydropower project activity includes building and operating a 1.6MW   run-of-river hydropower  plants sited on the West Canal of the Liyuan River in Nijiaying Township, Linze   County, Zhangye City, Gansu  Province, P.R.China.  Electricity generated from the project is transmitted to the  local power grid via a 35KV transmission line, and displaces an equivalent   amount of power dominantly  generated by fossil fuel-fired units under North West China Power Grid (NWCPG).   Thus, the project  contributes to greenhouse gas emission reduction. Moreover, the project activity   helps to release the  electricity supply shortage and stimulate social and economic development in   the local area.",,,,,,,,,,,,,
GS11070,GS1340 Efficient cookstoves in Burkina Faso ‚Äì VPA-25 ‚Äì Solidagro F3PA cookstoves in Passor√© ,Energy Efficiency - Domestic,Burkina Faso,Micro scale,Gold Standard Certified Project,GS MS Simplified Methodology for Efficient Cookstoves v1.,9700,CO2logic,"7,1,13,4,3,5,15",VPA,https://platform.sustain-cert.com/public-project/2337,https://registry.goldstandard.org/projects/details/3463,"In Burkina Faso, the strong degradation of natural resources, primarily woody plant resources, is mainly linked to agro-pastoral activities, but also to the abusive cutting of wood for cooking. It is considered that 80% of the population in Burkina Faso is poor, living in rural areas and cooking with traditional cookstoves which have a very poor thermal efficiency; as a result, more than 5,000,000 tons of wood are used as fuel every year.
The following energy efficiency project proposed by Solidargo, the Association for the Protection of the Environment and Rural Development (APEDR), CO2logic and with technical support of Tiipaalga consists in reducing the consumption of cooking wood by rural households through the distribution of a more economical technology for cooking wood: the Foyer 3 Pierres AmÃ©liorÃ© (F3PA) in banco. This technology, initially developed by the tiipaalga Association, has already proved its worth in different projects. The success of these projects demonstrates the skills and knowledge acquired by tiipaalga for this type of programme. The association will use its experience for this new project in the PassorÃ© province.
This project will contribute to the reduction of CO2 emissions thanks to the quantity of wood saved through the implementation of 04 VPAs (Voluntary Project Activities). The main goal of this project is to extend the distribution of the F3PA technology in banco to 12,000 households in the province of PassorÃ© and thus contribute to mitigate the effects of climate change and reduce poverty among rural households. The project will be registered under the Programme of Activities (PoA) GS 1340 â€œEfficient Cook stoves in Burkina Faso"".",1340.0,,,,,,,,,,,,
GS11071,GS1340 Efficient cookstoves in Burkina Faso ‚Äì VPA-26 ‚Äì Solidagro F3PA cookstoves in Passor√© ,Energy Efficiency - Domestic,Burkina Faso,Micro scale,Gold Standard Certified Project,GS MS Simplified Methodology for Efficient Cookstoves v1.,9700,CO2logic,"7,1,13,4,3,5,15",VPA,https://platform.sustain-cert.com/public-project/2338,https://registry.goldstandard.org/projects/details/3058,"In Burkina Faso, the strong degradation of natural resources, primarily woody plant resources, is mainly linked to agro-pastoral activities, but also to the abusive cutting of wood for cooking. It is considered that 80% of the population in Burkina Faso is poor, living in rural areas and cooking with traditional cookstoves which have a very poor thermal efficiency; as a result, more than 5,000,000 tons of wood are used as fuel every year._x000D_
The following energy efficiency project proposed by Solidargo, the Association for the Protection of the Environment and Rural Development (APEDR), CO2logic and with technical support of Tiipaalga consists in reducing the consumption of cooking wood by rural households through the distribution of a more economical technology for cooking wood: the Foyer 3 Pierres AmÃ©liorÃ© (F3PA) in banco. This technology, initially developed by the tiipaalga Association, has already proved its worth in different projects. The success of these projects demonstrates the skills and knowledge acquired by tiipaalga for this type of programme. The association will use its experience for this new project in the PassorÃ© province._x000D_
This project will contribute to the reduction of CO2 emissions thanks to the quantity of wood saved through the implementation of 04 VPAs (Voluntary Project Activities). The main goal of this project is to extend the distribution of the F3PA technology in banco to 12,000 households in the province of PassorÃ© and thus contribute to mitigate the effects of climate change and reduce poverty among rural households. The project will be registered under the Programme of Activities (PoA) GS 1340 â€œEfficient Cook stoves in Burkina Faso"".  ",1340.0,,,,,,,,,,,,
GS11072,GS1340 Efficient cookstoves in Burkina Faso ‚Äì VPA-27 ‚Äì Solidagro F3PA cookstoves in Passor√© ,Energy Efficiency - Domestic,Burkina Faso,Micro scale,Gold Standard Certified Design,GS MS Simplified Methodology for Efficient Cookstoves v1.,9700,CO2logic,"7,1,13,3,15",VPA,https://platform.sustain-cert.com/public-project/2339,https://registry.goldstandard.org/projects/details/3059,"In Burkina Faso, the strong degradation of natural resources, primarily woody plant resources, is mainly linked to agro-pastoral activities, but also to the abusive cutting of wood for cooking. It is considered that 80% of the population in Burkina Faso is poor, living in rural areas and cooking with traditional cookstoves which have a very poor thermal efficiency; as a result, more than 5,000,000 tons of wood are used as fuel every year._x000D_
The following energy efficiency project proposed by Solidargo, the Association for the Protection of the Environment and Rural Development (APEDR), CO2logic and with technical support of Tiipaalga consists in reducing the consumption of cooking wood by rural households through the distribution of a more economical technology for cooking wood: the Foyer 3 Pierres AmÃ©liorÃ© (F3PA) in banco. This technology, initially developed by the tiipaalga Association, has already proved its worth in different projects. The success of these projects demonstrates the skills and knowledge acquired by tiipaalga for this type of programme. The association will use its experience for this new project in the PassorÃ© province._x000D_
This project will contribute to the reduction of CO2 emissions thanks to the quantity of wood saved through the implementation of 04 VPAs (Voluntary Project Activities). The main goal of this project is to extend the distribution of the F3PA technology in banco to 12,000 households in the province of PassorÃ© and thus contribute to mitigate the effects of climate change and reduce poverty among rural households. The project will be registered under the Programme of Activities (PoA) GS 1340 â€œEfficient Cook stoves in Burkina Faso"".  ",1340.0,,,,,,,,,,,,
